id,summer_usage,winter_usage,annual_usage
109092,71036.92448869723,152159.29360684875,307504.62535771384
109095,22310.88375471595,49137.64120994376,95810.01786983013
109110,60074.40292020607,217167.0225529279,385414.7769141169
109115,15735.139682764182,39068.07624005466,74715.2986222392
109116,31762.331595920183,69894.74133948928,138200.95159939904
109121,11286.936338302492,40035.352541114386,69168.12009995454
109141,243694.6172802105,680282.7759652381,1284251.8732881937
109146,423542.8075956412,525223.3007873202,1347276.5443359194
109147,36431.37610492465,80668.8537418069,161575.41089002092
109156,86794.51309663536,132988.46722084488,301801.9244147117
109157,57193.28142244244,151181.74791478834,280480.7917514395
109164,58426.109148332194,78207.48254947808,190807.82403267146
109165,73537.33311098159,127520.85423452435,276756.77500059805
109191,17077.632311320547,137198.73289311072,216129.76532859076
109197,245274.18543939633,647378.841969841,1230584.6290563946
109204,30900.81391869883,71011.80002638175,143656.80035822548
109223,409490.0883282482,1080398.1599387976,2095000.2793083421
109227,755047.573482862,1150228.4608183617,2663810.6889429083
109233,25513.780322368915,44005.402951011965,96447.13701977482
109239,583968.9867058506,1586847.8904296295,2959754.9023031695
109272,5695.427619677451,19138.11776681321,35291.78906359293
109307,26594.213863059023,48538.21988840076,103925.07171656172
109313,15749.127886598299,33715.40393945337,67963.1175337252
109315,1716478.7218046603,3715491.511817724,7792067.509881166
109323,3830.9334131309392,17254.046871847335,30186.16179792244
109339,9799.340090536245,32240.039322096807,58398.94295280102
109349,970547.2213669692,1366529.8733000734,3273283.400869062
109382,56824.25237535828,115431.10136221701,240864.54289703898
109391,39590.111199957435,95103.3965919478,188011.6375191657
109399,70152.40984649709,110673.80633547135,246026.63559706975
109401,3455736.2359923096,5216362.598000214,12219075.629654864
109423,25656.37906509535,28907.55108554573,71762.44576007321
109429,98480.9154553615,141659.8295606337,332920.37947642285
109435,69128.3654216813,159679.77246504772,318771.8309556672
109436,103139.11791720455,192519.08848764532,414106.8997169414
109442,43359.94431738937,103849.8878685267,205244.8344006705
109460,12307.16838968357,35819.052538083204,68205.4226424396
109466,673895.9801360178,1877963.7237054573,3786397.527951601
109485,668660.8508147063,2171777.1925018146,4006412.4569959133
109487,19800.76797205962,74051.8484055479,136739.00990953733
109496,155049.85461633038,311898.6793311906,654732.276571237
109505,73860.31117305795,122739.4150254291,264775.32797184907
109507,23869.99150737605,47129.520574426744,97808.12258815706
109510,13856.19729096719,26705.27559237736,55636.37104486032
109525,2336167.247165519,1241697.861994978,4894787.990245841
109536,26992.674559205443,27138.197189776645,70725.706440575
109548,105142.43978074087,222831.28099693923,444604.8356986926
109555,10535.022260011949,44953.78946891175,77726.60101625822
109557,34288.96159086555,41622.27936767878,108438.5579744472
109563,340811.6429228909,792652.1780628187,1620661.17308453
109582,87269.63756213585,93895.78635911668,249444.24081210146
109614,240599.47478949552,890225.3754690214,1601883.4573801653
109624,25661.797306788692,65867.40412495454,130878.41398509966
109639,10954.38038739349,29890.15344602007,57998.36204012297
109642,78584.96996832202,131875.77797237426,290454.7844857356
109684,23587.3188082779,121241.54501360582,205952.49211596762
109706,30358.000430104094,69297.43956387136,138941.6789405493
109711,11189.770807313815,26334.292168421613,51869.571615127454
109722,26080.27626451635,71318.43304303032,135289.36044660505
109725,66994.32072934101,124785.70111374487,265178.3762755822
109736,29130.64776446218,93790.0196481206,175911.52609930845
109751,292536.15758783696,686683.9405579577,1378884.804452448
109754,508220.0525213966,666509.9022386434,1709262.2512774887
109756,35584.11581950422,55603.39915300441,126952.39150268698
109761,5265.674417434389,24762.492580383696,41882.9683470156
109773,202492.03540065375,804976.8934805684,1455303.2181775598
109784,575800.4724498701,1392435.9849551367,2767356.7715669777
109791,9783.81939838401,18757.071754255612,40467.28937055511
109802,82048.2491070004,193420.37798852412,385261.6411201933
109820,29029.71276803281,192175.3397550924,309884.58347554656
109824,105792.76645980746,237558.63040659693,480309.8999190554
109842,100139.98970948963,188595.61634942016,405331.8247959583
109852,361535.9513174802,806945.4782259733,1633115.2332891012
109904,551731.210922437,1563319.6544400838,3000610.9925168473
109908,670447.3309562012,711181.7697402253,1983592.1538174802
109909,323458.5081197222,476859.8735356384,1114551.33974711
109910,346222.33012437826,916191.0424487699,1755320.661840558
109911,560053.9243353424,823254.4279016029,1935636.9343242464
109919,50728.89259956678,152912.46974169064,282414.3552747856
109932,558637.0474154386,1067563.9298259404,2343455.0735655758
109940,294243.04554658633,414048.23639617406,1032372.8267706224
109954,90044.55222101921,133180.61678245143,312583.944572065
109961,36424.12958942056,44698.12660073071,112782.9179429349
109984,34107.79721751108,100293.47649559965,191233.46072087053
109985,8907.46887030376,15605.538190305577,34616.086138354534
109989,76476.59719438956,118085.41378354725,270584.482760269
109993,532325.7664545825,1377773.453172427,2784628.261163854
110013,36375.71159903216,92446.2220853534,186672.47966372033
110015,28248.35688911519,105718.12065523748,181809.62330008642
110026,15583.83265919984,40932.38234870323,79244.64071729332
110045,30491.03298352555,73951.44534566389,138756.15067484396
110054,92738.52221405825,154311.7062306218,340297.4184239004
110061,54442.11899377964,97060.54696864125,209767.60812669288
110100,383040.8188285828,479404.1637704654,1227026.9965745122
110174,30230.75607768168,72386.85090191642,137752.78144193068
110201,84914.66690886009,149142.9144303539,318872.995047395
110207,517949.56789658533,1301463.574858435,2546585.513058053
110210,5110.684314971875,16413.051559766485,29131.08271906451
110276,11753.007993439673,32378.078662080818,62004.6394302097
110285,524503.9370868615,811152.2650682701,1965709.2867120313
110298,20399.787992415007,77405.11922151176,139214.8486459565
110306,20468.986260878668,64729.56287322833,117883.95827478485
110320,79342.84040450842,177441.3298930096,360879.99515555834
110337,94471.78159735083,249061.4301485885,485230.5040969614
110341,34534.669215650545,68674.62448968357,143748.1933456712
110347,89623.77630826482,278272.5281454649,536832.5729610744
110369,284746.7612462691,967647.7746448761,1733551.2763582494
110405,152550.1491070675,335559.91963363934,675194.7868459879
110407,364817.8922956823,758103.722184105,1571185.1534312647
110412,220544.94772166578,247030.43467318028,645673.7847356452
110420,30637.06019118702,55857.003046563404,120290.05435621277
110423,75102.79974373739,233932.6215720956,446869.5106070981
110430,1889286.854275218,1302858.3835225396,4480945.092347421
110464,617098.8000944471,776754.2409303589,1955497.6919738376
110479,21485.148320530316,39345.225135032764,86409.29427336587
110482,489735.5653727088,1228612.2150427394,2492741.4571270654
110501,72437.50258495432,97936.154867367,240656.93078306055
110518,13118.975080968714,31649.345377455895,62799.112187044266
110526,36841.167418686295,111947.59565917306,208552.13823977776
110531,27962.290604397043,74304.29961191995,142330.0641124844
110544,5173.531478869909,27843.909881848747,46534.252779124676
110572,712662.9998589829,2267358.891224124,4236473.133063468
110593,11937.19218596727,59030.713219658835,98145.01215322239
110602,74927.29857677293,172724.7581601253,342175.35418456607
110607,953438.5513859702,3297661.153131462,6262351.444412022
110635,183562.59226941824,234601.61999496506,601552.050961664
110655,189505.4925081774,388487.61509072105,849713.2713734366
110661,119329.97896271403,119649.59417708343,338862.05809151183
110674,56086.70062215068,89254.0901302451,203696.19861983182
110700,304580.168501417,484169.8935653748,1092523.3983917297
110734,42965.708543707005,79650.67311863053,172271.11321235326
110736,9802.531774794126,51570.75603164245,88483.06203533156
110747,100028.47528693151,201223.52348102594,422428.3319839319
110749,2522852.7367831203,5664422.868418666,12031770.865676697
110755,8814.216023447792,47995.70175386554,77394.32476640174
110759,20010.520087434208,81732.75157639604,141472.24969867812
110760,17362.592355269542,43851.476657769155,87010.31654709778
110767,71335.21563228121,175850.69893782545,343335.9787734037
110770,20863.47280936251,46030.98166682045,92751.65254639764
110776,2095427.329363593,1934667.7848874857,5731023.165555406
110786,130366.89653812838,264536.7716323912,553380.4975434691
110806,5668.315135877892,17831.089301665776,33320.6336616209
110811,2813323.561633772,3253551.8911795258,8892869.09756994
110819,585111.7052975297,1705187.710199005,3266418.1197835845
110843,298015.73167628684,1071945.5215950618,1940300.336690293
110855,355282.4067141081,407712.90539134294,1062328.8494881475
110858,422888.3465659715,462164.3382850601,1266121.119755021
110866,15279.09799559048,62473.07538082051,108335.37310408297
110879,279648.9242639902,295527.8056433971,830932.5932352988
110896,1336830.762110125,2986251.057895063,6179835.92490392
110916,76269.44739899004,202022.83043911736,391818.5344349639
110923,6028.783758711779,18189.37806434113,33239.06129098698
110926,19167.202502570646,98880.94157994307,166513.13968675392
110941,18154.498095969644,43100.26422646143,83095.96940547602
110953,539802.5577255497,1402521.3189941589,2794459.487446213
110960,56743.74018267591,99642.36164880775,217749.57012295135
110961,10941.844405752596,29524.330123595177,57406.45912654209
110979,26041.27940796158,59591.28840657948,116661.48701753834
110987,57699.4762801046,153559.35104009995,291610.462122672
111005,12884.229174070613,31780.34954128141,61064.4235835546
111010,200784.23965535432,438083.5968551758,870532.1123546408
111025,90129.79118725288,115147.69644202694,291566.4354261071
111032,32419.424007988873,98081.00433518052,184487.66946431925
111039,35317.91459122786,64400.32817481204,135265.822219945
111045,13497.296456924638,29162.78715628362,59510.77131447202
111058,80596.34685886477,191915.49644962835,375600.184114142
111086,26412.18009706588,98788.259926076,171813.32423010457
111104,345634.51585793175,1006252.8157856314,1951632.3123276285
111124,26527.390086960815,34827.537842767015,87003.03773756308
111141,418873.34721236466,803386.569726896,1792545.4116305215
111144,170533.80759572104,400033.43126611615,814727.7817054617
111154,32871.2605307436,75051.1275681339,152848.8683234495
111173,173287.07846811556,248864.7632139494,578343.4958544201
111178,35910.32142093095,82981.12591516614,165488.47736297973
111215,497025.8340097769,1326426.9032200237,2584909.1275081593
111216,503075.27660192386,1263034.8388707137,2484764.042686949
111221,168759.7788449644,245663.55578691728,578966.9528507788
111229,3850.4512301615164,20914.829223969344,34588.152605327065
111240,59399.22068416753,146851.82714069056,286860.05005838873
111246,132714.48521682987,405989.2206000731,748409.0505340759
111259,22506.58565912663,70330.61668645518,128372.83327774024
111275,892436.4661145017,1812701.7633754977,3765556.718710012
111276,23644.024940528805,50560.5528655665,102359.88036184068
111287,182995.70994377547,230169.1711207894,583639.9298599799
111294,1304757.99732442,3416376.6476700674,6775889.211359421
111295,5084.644962281408,18159.00857975745,33102.9049627304
111316,162484.50307331127,351530.38657656766,726386.2966236182
111343,117111.29003077964,307488.72827454715,560345.7846546848
111359,19118.93115204286,34168.313118065686,74760.59046896908
111366,164241.5523428373,210113.4500176746,524820.6264213927
111367,10304.942723484866,44211.10007453441,77964.43380141209
111388,2002353.286828448,5864363.421049746,11145181.319192998
111396,67807.36294414499,165592.6622990459,325289.2987650689
111405,17501.95665509452,53605.078881288144,103295.82585985793
111410,29914.7656918735,135642.14744050105,226611.55751617588
111421,346777.61914073525,499118.05437244114,1212571.532852346
111433,4848.588631289309,10882.661958202054,22514.120417771264
111435,876652.7680232688,1876413.877705445,4052198.617559261
111441,113285.61672730769,217058.60344694438,467916.72420008556
111442,30584.186122115116,99611.18258691524,179757.39324343775
111463,22456.2799573561,31720.856564317488,75077.35846544779
111473,19788.8298873669,35354.66618785411,76340.63432793497
111482,30797.105014000565,70546.98928813198,142133.0623538295
111497,450911.71062040725,972822.5799561235,2117532.525031495
111498,29913.319213144438,96020.14264476205,178788.51959313924
111500,400703.6802814891,680276.000712048,1541822.302270629
111511,991422.8341799468,2084749.0834999357,4501415.280986286
111524,39403.69975923851,202639.34162570897,349789.0988625699
111529,3350.69990366796,12195.792408456166,21751.795669101113
111541,35977.97701967293,121161.29488062132,215692.5036464156
111542,175661.96572441366,264971.3301601198,610057.7748392848
111548,8700.913218660347,23746.86649606908,45418.92171194243
111587,20515.057857954387,60089.040503820084,115483.44166337274
111591,38507.32034261938,122146.52581876879,230935.30995684737
111598,319280.6836213173,478244.11904296704,1156717.2576331832
111605,106442.10640165502,165214.28825483244,380664.37571382243
111617,125745.21462790422,330437.8808772595,658876.6676591157
111618,2470564.965981888,2547232.2684425637,7192255.721788004
111622,482995.3532154501,627441.2952775286,1570855.3044816775
111629,25998.669966966612,62825.271205994424,123479.03025784745
111634,263120.4210975702,435193.4758903056,985471.9629143046
111640,4109.493547192861,11325.991056242148,22060.31318010378
111642,12570.816374741267,52227.89791616331,91273.38560743374
111644,6599.440839407982,19420.335429257044,36627.355398599735
111649,108677.6531766686,216123.05425841577,456476.6646574858
111652,39545.052165668625,61014.992724809315,140170.27918600323
111658,3553.3509977409753,15654.225159850208,26914.55144835026
111666,11828.734379583588,26718.257841697625,53572.79658407054
111667,41818.09831847896,55828.03825669244,134877.20910026558
111679,10458.557058829147,45917.88444242998,82473.43893609353
111688,477588.5928734846,1970411.4084508687,3229697.568202638
111702,13276.123365053658,54983.64888117858,97545.67654151365
111705,103985.47567326522,143552.7492059367,350916.5127242091
111710,13813.892346334573,53672.02327493114,95801.5543197516
111715,130332.48716810292,149913.47134966915,394499.3175268114
111717,430797.3279213949,580461.4341053859,1484491.0714287446
111729,39109.50968443736,146315.85837437626,263290.3625645276
111747,406977.2744278562,1175962.9894084884,2276578.6080523757
111751,31177.54832018691,53578.69433241313,116853.0149212386
111752,107750.80819095294,195163.2913704763,423774.7541290566
111759,48940.96673883625,281252.9955535073,464517.4565628191
111776,693870.6099562737,1659229.139798476,3343705.917489353
111785,51801.38048010441,213198.72268038106,372468.63077485963
111786,59309.22060147371,73359.43607460508,178279.8266770923
111803,67120.38653327063,138875.94950140826,280679.3589975111
111814,82587.46856323587,80997.79182977458,236122.7287531448
111830,513897.6985957042,1355681.4776460903,2681258.7327787485
111832,527779.5554865289,793209.2334681348,1874856.0397961452
111833,14375.511683307297,23320.378164718302,53598.07388509589
111835,45440.367363093545,93747.51741074954,191820.843111485
111851,1439196.1101493808,1770371.7571443524,4569735.083958983
111855,47349.33964111599,103582.30531909484,208693.4300160326
111864,75310.1191883706,124256.24101637185,274151.9882834706
111873,5341.042350579448,19161.463348306108,35987.240120315546
111875,30154.994966032253,123629.17400068263,213231.03668991206
111896,252739.0166226114,709683.2130254998,1345208.64882726
111898,38714.234134170954,46110.82266402302,119809.79404532342
111900,19754.848900335204,39629.723543878135,84359.2242135414
111901,44326.68253626542,133273.6959077171,243796.9909593555
111924,1170809.8186767288,2283596.0457740584,4916057.963905942
111925,2628.3002039505886,13510.212347430797,23576.200555712585
111926,619122.4612610543,1997286.8550329115,3591704.0288278116
111927,18579.95983109279,29008.835920299945,66950.52425957429
111942,37617.01293933301,67340.15238497617,144703.4503517694
111943,27030.66453644585,37046.24087597697,90165.62557822594
111957,175840.00972852387,442215.5041986842,898817.9768708372
111966,12049.99377720108,36963.752247711214,68321.69305916394
111995,218338.6368451753,840817.2580345063,1476027.4039820388
111996,10702.009001786986,75913.99523288193,122213.71998292455
111998,117310.92805119578,216123.8151270684,454568.1785051327
111999,79388.03277900319,197872.4829543546,388971.0399256173
112011,13561.637091878816,45651.526592765935,79985.20466641121
112012,87358.51738332844,152740.7359643424,336212.08535585285
112022,24800.14058760492,62053.579113834625,120937.49146303689
112028,40366.33063257207,60469.58063888785,141744.9125214439
112048,5567.277641730956,16118.37285619574,30189.488531007148
112073,367106.06865410105,943630.5766531556,1852681.1656441875
112090,4991.537506682168,17051.966223732932,31558.104180373142
112092,63675.04661882535,114297.58634963383,248700.70005442365
112093,17517.738853185878,35481.59502067117,74315.01647052988
112104,33358.047830794225,34573.61563941735,96245.31009928152
112107,38291.5378216192,102467.46787270707,198117.8477531593
112111,30184.904949721065,67827.66686881987,139167.6160115375
112122,23646.27162544345,82882.97966945788,150600.22592655904
112130,25533.635179175057,62406.455264873206,122897.4365894357
112135,15510.977626687614,39969.75593224391,76101.9806930237
112141,69575.3182541423,215551.01203261167,382389.70507928776
112146,2162139.3033410013,3910749.8070338313,8765277.500770226
112159,63157.43545363745,108317.1011484848,235722.14687957102
112189,565155.8249302659,1623920.2423410828,3123632.5093467683
112193,394918.0986766618,783453.9389088909,1645784.8117441782
112217,34529.98036162312,76725.94324789428,154350.5017645678
112219,365187.7336651416,731704.958947959,1558909.6173903127
112244,74519.98006020073,177053.59969274735,338921.0384805568
112253,604854.5127073673,671125.2038290737,1809850.1198671302
112261,52176.20437635328,75645.2129369367,177496.37252233704
112263,577562.762012336,890641.3312422383,2061062.567310146
112265,174408.1391585591,419218.56329641695,837802.0414393013
112272,220219.48625518536,555826.3211977483,1041387.6801486795
112289,498391.52923377487,609607.5851981124,1573560.8465014505
112293,11766.558180000191,30921.001395887917,59543.382816768295
112298,74178.48692031758,219500.51442832814,417532.9544794017
112299,57344.61009014785,79700.69664916539,191313.0395153574
112305,138831.50776026788,281283.9168955533,577221.0171863064
112330,53545.97275468988,156865.9528312194,294650.46167336777
112334,22361.577285127787,51600.13436663577,103971.52502271796
112347,1638443.8070121456,2074486.278820531,5213515.2467879355
112352,18023.50835218129,111653.28925221699,177550.54669210978
112366,17715.2113921926,49433.76927477629,92069.41127847692
112370,278912.6623628346,656007.0214709713,1347535.3979550437
112378,351213.6517729347,621346.4254780734,1371267.0734597174
112390,14928.867132621639,26233.70206763512,56494.18950597548
112412,12720.734036940912,35538.26830432132,68191.96911596536
112419,34361.06458524287,82766.6107101874,160594.97892736678
112420,1649783.2575514652,2366603.1877525337,5783167.901836886
112426,19959.163198738614,106165.7306700591,177951.9309561926
112427,69571.75813977089,90563.50136399512,227929.0388103302
112431,191638.26822974934,347240.793849402,743906.6235398473
112456,10465.171732840183,31208.74180519711,58465.105878853996
112463,16170.501622562399,47983.490141808754,91159.61590704862
112470,64162.883947878705,140201.73816671944,281308.2278263124
112483,14797.277432560879,29561.92979523865,62172.608371733964
112491,34531.31648948359,81212.00749849518,165091.78363254777
112498,269948.6789597357,526227.2115129272,1088718.2825500853
112505,93894.05852802882,175783.86724262577,372152.1373077112
112508,213020.596096017,485038.7346112244,1004442.5541354212
112547,17553.07884115726,43225.838380602734,82277.14640678649
112570,380670.7480317859,510047.20875040506,1258591.0016129692
112571,69461.08437970799,151174.38551276023,296833.0452821262
112585,21762.293694946264,130439.53998242175,212974.1821843383
112613,221828.87382579525,323572.8956992301,774883.0549232597
112614,65483.67384382545,331790.56550635427,557893.5637201652
112616,21636.32566626148,56576.120784784885,107827.36800355616
112623,10756.22411305592,26359.679639324266,49690.47920494591
112624,22925.112865753883,109365.3157040597,190559.57114957453
112625,59460.33690291659,158770.20665447318,300180.61451250606
112629,25834.259783266036,38830.195765787445,89847.7613586917
112630,90911.62205601917,158823.36999979147,355655.5728994832
112650,281920.1523116252,553835.1670405237,1164181.2366016426
112654,393123.1123374717,1065625.564573598,2081561.6609154432
112675,13129.17883813403,62061.450953731095,111837.52183402912
112677,85907.2242017839,157564.72536902002,340412.5468202107
112685,521256.2212712633,543721.8290922284,1464823.6240824685
112700,63334.42007849467,179147.2133451052,341047.7129808259
112703,20764.637948719163,85523.7582946885,155029.7690094593
112705,31913.399609998705,69735.63057029588,142097.17495426998
112718,64412.67467348633,87568.94322620786,215796.15236484716
112720,3949.629406366759,11450.836690503484,20944.961117654762
112721,4816.137260708506,14796.239329468843,27495.529478736367
112722,246349.57105715314,598351.4158009703,1188500.664858813
112723,15982.125444459018,40793.91054691546,78266.68580411168
112745,231145.70239373407,904141.3005179419,1668799.3740362893
112757,14308.46422105328,37208.429330323954,70633.19037095048
112769,70831.35732894189,106864.237358303,252187.76155900845
112772,627993.205614924,1802819.6832279323,3432063.2014698917
112780,53514.54789361286,135282.3198540381,275668.6334110627
112781,16800.812169903587,84264.46232770164,140595.6625418855
112792,31674.26819224571,82724.85567468968,165284.69533380182
112816,362313.5020324643,296800.62921826215,950478.7955543229
112832,29438.25607765984,59548.326815915636,123497.80617768424
112833,148974.39317633832,190176.80983515413,480068.2196691965
112836,311509.3284409301,1787070.502528639,2972650.599411234
112841,242575.227606159,317604.8256844084,781321.2245256815
112848,15212.790931572492,31407.776193044985,65755.152003797
112849,16906.338123646958,52313.01998245885,96573.70516150763
112875,263138.5079411826,581063.3551765559,1183083.2899416266
112882,1429746.4738386397,1859426.764391258,4682234.191626798
112896,163328.42908902335,375739.4666584308,752183.855728377
112900,450219.7702837388,1608434.3427129192,2838622.7871817765
112901,47008.372879490926,73053.50384661683,168086.3943975852
112928,7031.3599835821715,16216.983555917532,31991.190051671518
112940,112166.36501448113,210421.2414082404,447108.363530433
112947,59313.38931012596,71576.1772997279,187355.1079720317
112954,241446.909406415,511825.08797703614,1065229.410330006
112955,20028.519354272023,78035.34709142482,147746.8444682298
112958,1182392.4542561474,3976048.061888167,7642586.853905294
112967,15411.437036872747,36934.158087390286,74300.08218062662
112988,19259.912895648562,39013.79564724616,82138.79481187338
113001,47714.51987952168,78545.66209800098,169348.36185945134
113013,94564.78042397655,189177.96980543397,407341.63024201733
113015,18256.120294194272,34611.948651025756,75592.53311544436
113021,20908.758050007826,55287.89954196506,98894.0054734747
113029,327736.65267346863,433413.3028546866,1084097.8957481324
113032,10975.269452813305,36099.640117463256,65333.20781509167
113063,1152552.5338178014,3177673.4775392385,6230696.016158069
113073,1234890.5425897406,2878495.8805879736,5940427.875315274
113078,15527.597266010085,36440.79621276029,73066.87736364579
113092,1365691.4620961086,7698097.972680621,12811429.249182196
113103,24209.859352456548,49232.62494932343,102192.8037991659
113104,95640.74058191448,143463.03452767545,327131.5150251058
113120,910915.7975054459,2612567.014641752,5162779.648097359
113123,22763.947007220017,47533.938017632805,98343.6587037317
113133,37650.89887470613,132059.2745597106,241142.86432036938
113139,53963.77912519317,88316.63362429281,198027.22481930698
113150,24626.396759649204,54533.4327089037,110589.20599307804
113152,34758.14591979751,70172.77052126179,143615.771905965
113159,8902.869118625866,30330.949712032212,54730.865101686955
113180,1769156.356058764,3549048.615908933,7525742.893284405
113204,58889.168359610114,145476.95470890196,278112.4099643131
113229,71999.86422189657,140879.7947294617,298675.89064384275
113235,143504.29028953047,399279.2626357004,785984.5115182763
113248,36141.59729663083,70684.22600654181,145698.05373701887
113278,71684.48416551671,114372.38132989382,255287.13699944393
113300,250002.3495535182,257641.55765397372,708099.2438079225
113302,13267.531230015578,46540.69968947608,82767.87399455905
113325,40934.15219905191,97030.17395398716,186934.1874600735
113328,66754.61164862258,157464.0111869535,316582.7365230017
113340,30775.969145587795,109278.00054648049,191821.03796443064
113364,541184.5926600297,1186502.1457374145,2396837.975507085
113392,97239.48044710864,225886.81429290213,448821.71247247735
113404,855939.3571822259,1138097.9248832962,2852955.2585536777
113417,167511.4088781392,218971.1083190468,532338.8941830462
113419,60182.19957314455,59268.04365918716,173409.0310777181
113423,43426.47148077114,97462.3234618948,194567.8238444156
113430,309004.8487623828,613830.5809828228,1308423.5385225448
113442,65577.65647064839,182019.14450453888,339292.24501777766
113463,24906.655072438585,64301.067727200774,122788.85731464151
113464,3170461.836940632,5063389.352498017,11752876.290431112
113466,77993.86101783291,144555.35754976916,309656.4115484103
113480,22408.840680806188,49417.729301370615,99426.00247939109
113497,117536.08019329993,400768.6037125032,735322.523540128
113503,7719.029975780027,26729.41442541965,47677.507545267465
113507,34507.777697182,68776.13735311961,144543.01067980894
113521,388197.9574259587,918378.3937628889,1859986.8973656711
113524,641285.7597288662,1646569.25544649,3373897.940408975
113532,45358.069721922875,44110.70413116533,127544.62929426091
113536,8868.607995055683,36118.933932741194,63888.49964285784
113556,23990.934943423068,96835.63624882666,169537.61426253317
113571,12353.151366674347,29990.33479570481,57902.30037083778
113581,3262319.436696916,3447241.344196444,9306419.99425135
113593,200215.8123761746,350687.14452960243,746342.0975995869
113595,70043.3749418223,114092.10444472608,262673.28524750937
113601,1170540.8431648186,2844749.9555417066,5991646.475012867
113602,28042.65833684377,44121.45179905679,98753.77290964831
113611,15879.17173341325,39506.34830344063,77567.02366353164
113613,2065467.4063543743,4740310.15842399,9662451.207545284
113632,47328.633776226765,75047.59839597617,170737.0261246871
113636,30913.156682656165,115885.40439516603,201845.0059126083
113646,40708.169689418384,62265.53198459036,142745.9030368167
113652,6208.874501109413,25417.38158331932,44801.72477587125
113653,7457.682961128948,12135.51305751549,27421.993908351862
113660,87959.19420893595,149142.13405386516,329912.8759646117
113665,41950.7790199502,88785.02036744067,179828.99524476397
113675,117300.50918633415,213546.044544032,459908.0263507706
113678,17187.665622025594,32991.961335125394,68678.9412124587
113687,202865.688499409,518997.4836589845,1027403.7576585091
113711,3887416.519570188,4756434.793040834,12075770.56456612
113718,49986.34457827348,91871.73140090499,197649.73534567474
113728,12162.246398226027,34816.86776189784,65671.66504207026
113738,671635.6052886498,1768211.6187560898,3280569.5661604516
113774,14986.914045257232,21055.77335107928,51616.07766208256
113776,2296142.060568533,2876995.784099602,7300310.728111315
113806,4579.136503323682,20592.978409884276,35859.68263258144
113815,41077.11042280205,120383.50484516764,224982.99719135422
113822,352235.3551735311,391076.6363189328,1038784.0449141392
113858,527466.5903488669,1081467.5540878777,2275785.041408584
113883,580797.1984588414,1641531.5488630733,3139626.960899942
113887,35338.337426829705,72803.52950000757,152628.4858073564
113888,29489.536911534913,134401.29695515573,232893.9619868069
113909,33198.7645109693,79857.90533418318,157070.5762238006
113931,8996.462516490106,21196.870649594548,41501.1049687046
113942,511178.7079080558,1398606.8625522503,2744256.4362643147
113955,62248.2364250463,162796.87134571522,318437.4451338439
113960,258108.27818088682,390845.0821167001,929985.633466564
113965,439921.1486114927,1039237.6777495985,2113430.317217298
113967,5013.127754905106,27205.597185750146,45350.983955053
113969,125090.07584809199,155098.62363429175,401526.3890571522
113970,10598.979844784726,31400.209617715147,57898.11195372343
113973,211825.9993939437,548111.5702065866,1063619.520466626
